	answer	answer_seg	qid	question	question_parsing
1217	智能定投服务增加“追加投资”功能，您可操作该功能对指定智能定投计划进行临时投资，“追加投资”后相应增加定投计划的投资期数及投资金额。(“追加投资”即临时增加一次扣款，投资金额与单期定投相同，点击追加后，实时生效。)	基金|定投|追加|操作|流程|	1218	基金定投追加操作流程	{'s': ['定投'], 'v': ['追加'], 'a': ['基金', '操作'], 'o': ['流程'], 'f': []}
1218	登录普通版/个人版后，点击横排菜单“投资管理”-“基金(银基通)”-“智能定投”-“智能定投取消”-“详细”，再点“暂停计划“或”终止计划”。【温馨提示：①、暂停/终止定投计划不会产生费用；②、如之前买的基金不赎回，计划暂停或者取消后，不影响您之前买的基金，还是会随着每日净值的变化而变化。】	基金|定投|定|赎|计划|取消|操作|流程|	1219	基金定投/定赎计划取消的操作流程	{'s': ['计划'], 'v': ['流程'], 'a': ['基金', '定投', '定', '赎', '取消', '操作'], 'o': [], 'f': []}
1219	电子工资单功能适用于与我行签订代发业务协议建立代发业务合作关系的单位，并且开通我行企业网上银行或“代发传输易”。	电子|工资单|定义|	1220	电子工资单的定义	{'s': [], 'v': ['定义'], 'a': ['电子', '工资单'], 'o': [], 'f': []}
1220	“电子工资单”是为已开通我行网上企业银行或者“代发传输易”业务的企业客户，通过其企业银行公众版或者“代发传输易”业务，将本企业员工工资表按照我行提供的模板上传，我行根据上传的数据为每位员工生成个人“电子工资单”，员工可登录我行个人网银普通版、个人版、手机银行等查询其本人工资单情况的业务。	电子|工资单|适用|对象|	1221	电子工资单适用对象	{'s': ['工资单'], 'v': ['适用'], 'a': ['电子'], 'o': ['对象'], 'f': []}
1221	如果还没有开通普通版的支付功能(含卡号密码支付和手机支付)，可点选以下开通渠道:	普通版|支付|功能|如何|开通|	1222	普通版支付功能如何开通	{'s': ['功能'], 'v': ['开通'], 'a': ['普通版', '支付'], 'o': [], 'f': []}
1222	定投扣款在每基金交易日凌晨4:00左右、下午15:00左右进行从活期账户扣款，一天共两次。【温馨提示】基金定投扣款成功后，T+2确认基金份数，净值按扣款日当天折算。	基金|定投|计划|查询|操作|流程|基金|定投|计划|扣款|方式|设置|	1223	基金定投计划查询的操作流程，基金定投计划扣款方式的设置	{'s': ['计划', '流程'], 'v': ['设置'], 'a': ['基金', '定投', '查询', '操作', '基金', '定投', '计划', '扣款', '方式'], 'o': [], 'f': []}
1223	智能定投”申请后即时生效。但若您基金账户尚未确认或确认失败，则系统不执行投资扣款；若开户当天开立基金账户，当天申请定投，购买是否成功以基金公司确认为准。	基金|定投|申请|生效|时间|	1224	基金定投申请生效的时间	{'s': ['定投'], 'v': ['时间'], 'a': ['基金', '申请'], 'o': ['生效'], 'f': []}
1224	基金转换业务基本规定：①、仅限同一基金公司管理且采取同一收费模式的基金，如基金公司公布基金A可以转换为基金B，不代表B可转换为A；②、基金转换费用收取和基金转换的最低份额，以各基金公司公布为准；③、对基金转换的申请，我行将T+2日确认转换份额并划入投资者账户，转换净值以申请当日单位净值为进行成交；④、由于各基金公司转换规则不完全一致，具体以各基金公司规定为准。	基金|转换|基本|规定|	1225	基金转换的基本规定	{'s': ['基金'], 'v': ['规定'], 'a': ['转换', '基本'], 'o': [], 'f': []}
1225	登陆个人版，点击“投资理财”-“基金”-“我的基金”-“我的定投”，点击“更多”即可暂停或者终止定投计划。	智能定投|取消|个人版|	1226	智能定投取消(个人版)	{'s': ['定投'], 'v': ['取消'], 'a': ['智能', '个人版'], 'o': [], 'f': []}
1226	您可以打开普通版，输入卡号、查询密码登录，点击“投资管理”-“基金”-“我的基金”-“我的定投”，点击“更多”即可暂停或者终止定投计划。	智能定投|取消|普通版|	1227	智能定投取消(普通版)	{'s': ['定投'], 'v': ['取消'], 'a': ['智能', '普通版'], 'o': [], 'f': []}
1227	登录手机银行，点击“我的”-“全部”-“我的持仓”-“我的基金”-“我的定投”，点击对应定投产品，可操作暂停/取消。	智能定投|取消|手机银行|	1228	智能定投取消(手机银行)	{'s': ['定投'], 'v': ['取消'], 'a': ['智能', '手机银行'], 'o': [], 'f': []}
1228	请登录个人版后点击横排菜单“投资理财”-“基金”-“我的基金”-“我的定投”，再点击右边“操作”下面的“更多”，然后再点击“追加投资”。	智能定投|追加|个人版|	1229	智能定投追加(个人版)	{'s': ['定投'], 'v': ['追加'], 'a': ['智能', '个人版'], 'o': [], 'f': []}
1229	请点此打开网上银行普通版，输入卡号、查询密码、附加码登录，点击横排菜单“投资管理”-“基金”-“我的基金”-“我的定投”，再点击右边“操作”下面的“更多”，然后再点击“追加投资”。	智能定投|追加|普通版|	1230	智能定投追加(普通版)	{'s': ['定投'], 'v': ['追加'], 'a': ['智能', '普通版'], 'o': [], 'f': []}
1230	基金定投/定赎暂停计划指：定投/定赎设置保留，以后如需要，点击“激活计划”就可以恢复，不用重新设置；终止计划指：取消定投/定赎设置，如以后想继续定投/定赎，需重新申请计划。	基金|定投|定|赎|计划|暂停|与|终止|区别|	1231	基金定投/定赎计划暂停与终止的区别	{'s': ['计划'], 'v': ['区别'], 'a': ['基金', '定投', '定', '赎', '暂停'], 'o': [], 'f': []}
1231	智能定投取消后就无法再追加了，您可以重新申购，或重新进行定投。	基金|定投|计划|终止|之后|是否|可以|再|追加|	1232	基金定投计划终止之后是否可以再追加	{'s': ['计划'], 'v': ['追加'], 'a': ['基金', '定投', '终止'], 'o': [], 'f': ['能否']}
1232	请本人携带开户证件及储蓄卡，到全行任一网点办理。【温馨提示】①10周岁以下未成年人申请普通版网上支付功能，需要法定监护人至柜台申请，需出示双人身份证件及能够证明其法定监护关系的证明；②10周岁到18周岁客户既可以本人办理，也可以法定代理人到柜台办理。	普通版|支付|功能|申请|柜台|	1233	普通版支付功能申请（柜台）	{'s': ['功能'], 'v': ['申请'], 'a': ['普通版', '支付', '柜台'], 'o': [], 'f': []}
1233	请登录个人版，在“储蓄卡→网上支付→普通版支付→支付密码支付→功能申请”中开通。【温馨提示】1、网上支付密码不能与取款密码相同；2、“网上支付每日限额”最高5000元，“网上支付额度”最高10000元。若大额支付，请申请“个人版支付功能”。	普通版|支付|功能|申请|个人版|	1234	普通版支付功能申请(个人版)	{'s': ['功能'], 'v': ['申请'], 'a': ['普通版', '支付', '个人版'], 'o': [], 'f': []}
1234	请您登录网银普通版，点击横排菜单“投资管理”-“基金”-“我的基金”-“我的定投”进行查看。	基金|定投|查询|普通版|	1235	基金定投查询(普通版)	{'s': ['定投'], 'v': ['查询'], 'a': ['基金', '普通版'], 'o': [], 'f': []}
1235	请您登录网银个人版，点击横排菜单“投资理财”-“基金”-“我的基金”-“我的定投”进行查看。	基金|定投|查询|个人版|	1236	基金定投查询(个人版)	{'s': ['定投'], 'v': ['查询'], 'a': ['基金', '个人版'], 'o': [], 'f': []}
1236	登陆手机银行，界面底部点击“首页”-“账户”，打开“基金”项目-“我的定投”，即可看到所持定投。	基金|定投|查询|手机银行|	1237	基金定投查询(手机银行)	{'s': ['定投'], 'v': ['查询'], 'a': ['基金', '手机银行'], 'o': [], 'f': []}
1237	定投扣款在每基金交易日凌晨4:00左右、下午15:00左右进行定投扣款，一天共两次。若开通了自动转账，当理财账户余额不足时，系统会在交易日凌晨2、3点左右执行一次转账，将资金从活期转入理财账户，一天仅执行一次。【温馨提示：①2016年11月30日起我行对基金系统进行升级，升级后系统将支持直接使用活期账户资金申购基金(含定投)；②基金定投扣款成功后，T+2确认基金份数，净值按扣款日当天折算。③首次扣款日期必须大于当前自然日，无法选择当日扣款。】	定投|扣款|处理时间|	1238	定投扣款处理时间	{'s': [], 'v': ['时间'], 'a': ['定投', '扣款', '处理'], 'o': [], 'f': []}
1238	基金互转需联系基金公司确认，也可通过我行网上银行查询:登陆个人版或普通版后，点击“投资理财→基金→我的基金→基金持仓→点击基金简称→基金转换”，则列出可转换的基金信息。	基金|能否|互转|	1239	基金能否互转	{'s': ['基金'], 'v': ['互转'], 'a': [], 'o': [], 'f': []}
1239	基金转换的手续费：以把基金A转换为基金B为例，基金转换费用收取原则如下：①、如果基金A的申购费率高于基金B的申购费率，一般只收取基金A的赎回费用；②、如果基金A的申购费率低于基金B的申购费率，则除收取基金A的赎回费用之外，还需要加收两支基金申购费用的差价。【注：具体的收费以基金公司确认为准，建议您联系基金公司核实下详细的收费标准】	基金|转换|费用|	1240	基金转换的费用	{'s': ['基金'], 'v': ['费用'], 'a': ['转换'], 'o': [], 'f': []}
1240	登录个人版，点击“储蓄卡→投资理财→理财账户管理→理财账户转账”，根据提示操作。	个人版|操作|理财账户|转|活期|	1241	个人版操作理财账户转活期	{'s': ['账户'], 'v': ['转'], 'a': ['个人版', '操作', '理财'], 'o': ['活期'], 'f': []}
1241	您可以打开普通版，登录后点击“投资管理→理财账户管理→理财账户转账→理财转活期/活期转理财”(除日终清算时段外都可以办理)	普通版|操作|理财账户|转|活期|	1242	普通版操作理财账户转活期	{'s': ['账户'], 'v': ['转'], 'a': ['普通版', '操作', '理财'], 'o': ['活期'], 'f': []}
1242	登录手机银行，点击“我的→全部→理财→理财账户”，根据提示操作。	手机银行|理财账户|转|活期|	1243	手机银行理财账户转活期	{'s': ['账户'], 'v': ['转'], 'a': ['手机', '银行', '理财'], 'o': ['活期'], 'f': []}
1243	智能定投服务增加了“追加投资”功能，您可操作该功能对指定智能定投计划进行临时投资，“追加投资”后相应增加定投计划的投资期数及投资金额。【“追加投资”即临时增加一次扣款，投资金额与单期定投相同】	当期|定投|扣款|后|需|增加|一次|定投|如何|办理|	1244	当期定投扣款后，需增加一次定投如何办理	{'s': ['定投'], 'v': ['增加'], 'a': ['期', '定投', '扣款', '一', '次'], 'o': ['办理'], 'f': []}
